,section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf,role_normalised
245,qa,7.0,2.0,Steven Alexopolous,analyst,TD Securities,"Okay. Fair enough. Thanks for taking my questions. Operator: Thank you. Next, we will go to the line of Ebrahim Poonawala from Bank of America Merrill Lynch. You may proceed.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
246,qa,8.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"Good morning. This almost sounds like a fintech and AI call. But maybe just switching gears, I think, Jamie, your comments in the press release. Give us a sense like when we think about middle market businesses in the U.S., what's the state of play there when we think about interest rates, tariffs, consumer spending slowing? Should we be concerned in terms of credit quality outlook looking out 6, 9, 12 months? Just what's your take based on all the data that you all look at?",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
247,qa,8.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"You [Jeremy] can answer the thing about the data, but very important, we love the Middle Market business. It drives a lot of business we’ve built. I think 500 bankers in the Innovation Economy which is kind of new to us think of what Silicon Valley Bank used to do and things like that. We still have a huge addressable market in the Middle Market business. We provide not just lending, and that could be leverage lending, direct lending, but payment services, custody services, asset management services, FX services. So, we're going to grow that business regardless of what we predict the environment is going to be in the next six or nine months.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
248,qa,8.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,Got it. And I guess just as a follow on...,2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
250,qa,8.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"Go ahead, Jeremy. Yeah.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
251,qa,8.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"No, no. Go ahead. Ask your follow-up.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
252,qa,9.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"And I was just wondering in terms of your sense of just the state of play, the health of the balance sheets of these customers and also if you can expand that into the consumer, any areas of stress from a credit quality perspective that you are beginning to get more concerned today versus three or six months ago?",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
253,qa,9.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah, right. Okay, because that's what I was going to try to clarify. Just wasn't sure if you were doing consumer, wholesale, or both. So, let's do consumer quickly. I think we talk about this every quarter. It's obviously a very important question. We look at it very closely. It obviously matters a lot for us as a company. But we continue to struggle to see signs of weakness. We just – the consumer basically seems to be fine. Now, a few things are true like if you look at indicators of stress, not surprisingly, you see a little bit more stress in the lower income bands than you see in the higher income bands, but that's always true. That's pretty much definitionally true. And nothing there is out of line with our expectations. Our delinquency rates are also in line with expectations. You saw that we kept our net charge-off guidance unchanged. So, all of that looks kind of fine.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
254,qa,9.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"And to be honest, as we've said before, fundamentally, while there are nuances around the edges, consumer credit is primarily about the labor market. And in a world with 4.1% unemployment rate, it's just going to be hard, especially in our portfolio, to see a lot of weakness. Now, it is true that if you look at not our data, but the government's data, I think I was looking at this the other day like, first half real consumer spending of this year versus second half of last year is down. Now, it's still positive, it's still growing, but it's down. So it's kind of consistent, this sort of soft landing narrative, which is also consistent with the sort of the GDP outlook that our economists are publishing. Our own data looked sort of in nominal terms on a cohort basis, actually shows spending up a little bit over the same period. So, it's kind of the same narrative of things being fine with different signals pointing in slightly different directions, but nothing particularly concerning.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
255,qa,10.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"That was helpful, and would you say the same about commercial?",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
256,qa,10.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"I mean, basically, yes. You see some idiosyncratic things here and there. And on the point of tariffs, I guess, obviously you recall the slide that we did at Investor Day kind of highlighting that different sectors are going to have different experiences as a function of their margins, their sensitivity to input costs, their amount of pricing power, their amount of leverage, and where the rules actually land. But people are obviously getting some time to adjust, and we're watching it very closely. So, we'll see.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
257,qa,10.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,Helpful. Thank you.,2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
258,qa,10.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,Thanks. Operator: Thank you. Thank you. Our next question comes from John McDonald with Truist Securities. Your line is open.,2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
259,qa,11.0,,John McDonald,analyst,Truist Securities Inc.,"Hi, good morning. Jeremy, quick follow-up on the consumer credit, broader comments taken there. But in terms of the NPAs, the non-accruals in consumers seem to have a bit of a jump. Is there something technical there? Maybe just talk to that.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
260,qa,11.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah. Thanks for that, John. I'm glad to get a chance to clarify this. There is something technical which has to do with Home Lending customers in the LA area using our forbearance availability as a result of the wildfires. So, that is resulting in an uptick in the non-performing. But when you think about land value and the insurance there, the actual loss expectation is de minimis, I would say. So,...",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
261,qa,11.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,We always do that for customers when they have a real difficult time.,2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
262,qa,11.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Exactly. So, that's what's driving that one.",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,banker
263,qa,12.0,,John McDonald,analyst,Truist Securities Inc.,"Okay. Great. And I wanted to ask for some more color on retail deposits, maybe in the context of Marianne's presentation from Investor Day. Could you remind us of what's given you incremental confidence in seeing some improvement in deposit margin and kind of producing that mid- to upper-single digit deposit growth that Marianne talked about?",2025,Q2,False,data/raw/jpm/.ipynb_checkpoints/jpm-2q25-earnings-call-transcript-checkpoint.pdf,analyst
